,num_proc,times_microseconds,mesh_sizes
0,1,1338398,50
1,1,1375143,50
2,1,1451264,50
3,1,1501173,50
4,1,1415883,50
5,1,1774241,55
6,1,1690772,55
7,1,1766242,55
8,1,2566831,55
9,1,1796751,55
10,1,2653084,60
11,1,2548609,60
12,1,2699493,60
13,1,2139638,60
14,1,2254319,60
